cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
2016-09,143.46,,,,,,,,,,,,,,,,,,,
2016-10,177.44526717557252,,,,,,111.3,,,356.13,,56.78,,163.52999999999997,,381.0,,116.57,192.00500000000002,90.685
2016-12,19.62,19.62,,,,,,,,,,,,,,,,,,
2017-01,177.7723152022315,55.535000000000004,57.35000000000001,89.7,82.08333333333333,69.33,149.47666666666666,105.17,47.05,,142.35,66.6,110.49000000000001,117.21666666666665,93.7,104.61,109.67500000000001,118.14333333333333,50.93,
2017-02,166.5406941031941,160.55999999999997,114.126,59.364999999999995,164.56571428571428,37.105000000000004,172.23,91.43333333333334,232.305,128.45000000000002,171.61,90.878,139.62,132.37,90.83,136.79,291.68,123.21666666666668,,
2017-03,165.29547343188173,147.6027272727273,193.01333333333335,183.60999999999999,134.88555555555556,358.3475,172.295,110.9275,173.20125000000002,118.98,80.6588888888889,126.76666666666667,181.45800000000003,79.52666666666666,171.8525,119.59166666666665,101.94,102.85333333333334,,
2017-04,172.1707180851064,209.78571428571428,188.08,189.5525,193.05000000000004,201.39,260.475,156.65000000000003,137.71285714285713,124.95500000000001,115.42666666666668,171.585,175.13,271.64,150.915,136.315,320.86999999999995,,,
2017-05,162.79695740365113,120.62625,178.596875,172.385,121.904,148.9518181818182,214.44714285714286,121.604,180.39111111111112,150.42666666666665,162.11777777777777,119.86333333333333,132.10125,62.33,110.85000000000001,106.63142857142859,,,,
2017-06,159.408152782351,144.13266666666667,178.50250000000003,114.22076923076922,159.38111111111112,132.96083333333334,145.58272727272728,117.55142857142857,86.565,82.88333333333333,248.0088888888889,187.54636363636362,102.68800000000002,209.57799999999997,350.6271428571428,,,,,
2017-07,148.8349120469083,153.525,100.58384615384615,128.48,110.94181818181818,233.20624999999998,212.76583333333335,62.59,59.137142857142855,207.11100000000002,145.3775,114.98636363636363,281.87600000000003,97.38777777777779,,,,,,
2017-08,156.64535370963765,180.5989285714286,159.21642857142857,92.23818181818181,125.36642857142859,137.3257142857143,155.3925,177.25727272727272,300.005,200.81833333333336,146.016,228.2,119.15599999999999,,,,,,,
2017-09,172.26113136863137,130.69035714285715,144.66227272727272,151.03363636363636,179.23277777777778,228.43666666666664,118.59333333333332,96.53299999999999,106.19545454545455,99.39999999999999,119.516,108.76666666666667,,,,,,,,
2017-10,170.41672828096117,143.3416129032258,149.4009090909091,144.60500000000002,148.69400000000002,156.4477777777778,122.53777777777779,153.01125,195.78083333333333,247.17,106.71,,,,,,,,,
2017-11,160.82821246458923,201.95675,152.66307692307691,132.41166666666666,177.00583333333336,145.77384615384614,141.67000000000002,139.37846153846155,147.07111111111112,169.5775,,,,,,,,,,
2017-12,154.4123754215062,215.44727272727275,128.18533333333332,120.47888888888889,139.96285714285713,186.83636363636361,139.85555555555555,284.96000000000004,154.382,,,,,,,,,,,
2018-01,154.5230473545747,158.73260869565217,147.4392,170.911,133.15699999999998,144.24,116.12833333333333,102.72375,,,,,,,,,,,,
2018-02,151.0725270356234,137.475,169.2048,185.18947368421053,135.52375,217.89714285714285,133.1423076923077,,,,,,,,,,,,,
2018-03,162.52461765574256,113.26222222222222,176.33800000000002,163.23899999999998,170.09625,64.96375,,,,,,,,,,,,,,
2018-04,168.33914311759344,130.51358974358973,179.057,117.926875,94.33333333333333,,,,,,,,,,,,,,,
2018-05,169.07226406394096,243.46029411764704,154.31470588235294,141.60166666666666,,,,,,,,,,,,,,,,
2018-06,167.03577237155494,124.95880000000001,124.575625,,,,,,,,,,,,,,,,,
2018-07,168.73306606152295,145.86258064516127,,,,,,,,,,,,,,,,,,
2018-08,156.7432177734375,,,,,,,,,,,,,,,,,,,
